Date,Open,High,Low,Close,Adj Close,Volume
2020-02-13,265.052673,258.922516,273.741058,268.099274,268.099274,0
2020-02-14,268.023285,262.762512,285.056427,284.217499,284.217499,0
2020-02-17,259.890533,244.335327,266.871246,266.363434,266.363434,0
2020-02-18,266.508820,261.463867,283.196167,281.944580,281.944580,0
2020-02-19,282.036285,259.763977,283.537933,259.763977,259.763977,0
2020-02-20,259.819855,250.951279,263.695404,257.949463,257.949463,0
2020-02-21,257.891113,255.689102,267.004852,265.600616,265.600616,0
2020-02-24,273.705109,259.625183,275.539520,265.216431,265.216431,0
2020-02-25,265.283386,246.858994,265.431458,247.817596,247.817596,0
2020-02-26,247.740204,221.266571,249.649689,225.680267,225.680267,0
2020-02-27,225.687057,212.664536,237.228912,226.753387,226.753387,0
2020-02-28,226.987610,216.346207,234.208954,226.760498,226.760498,0
2020-03-02,218.711609,217.284286,232.811584,230.569794,230.569794,0
2020-03-03,230.523972,221.732651,232.325806,224.479630,224.479630,0
2020-03-04,224.565353,222.088898,228.040436,224.517975,224.517975,0
2020-03-05,224.641891,224.641891,234.364456,229.268188,229.268188,0
2020-03-06,229.168427,228.743576,243.554977,243.525314,243.525314,0
2020-03-09,201.318481,192.269897,207.451401,201.986328,201.986328,0
2020-03-10,202.863968,198.064499,205.714264,200.767258,200.767258,0
2020-03-11,200.768021,184.362167,202.954300,194.868515,194.868515,0
2020-03-12,194.738922,111.210709,195.147934,112.347130,112.347130,0
2020-03-13,112.689995,95.184303,137.429535,133.201813,133.201813,0
2020-03-16,124.996109,105.171440,124.996109,110.605873,110.605873,0
2020-03-17,110.406784,110.406784,118.988281,113.942757,113.942757,0
2020-03-18,113.857643,111.743118,116.021622,114.842270,114.842270,0
2020-03-19,114.839828,114.732864,140.527725,136.593857,136.593857,0
2020-03-20,136.649277,122.605652,150.853806,132.737167,132.737167,0
2020-03-23,123.365982,121.867882,134.911606,134.911606,134.911606,0
2020-03-24,135.194138,133.168777,141.948532,138.761444,138.761444,0
2020-03-25,138.914963,134.304230,141.403793,136.195892,136.195892,0
2020-03-26,136.190674,134.886032,138.830566,138.361557,138.361557,0
2020-03-27,138.369934,133.937943,139.902695,133.937943,133.937943,0
2020-03-30,125.577888,125.289680,133.911469,132.904541,132.904541,0
2020-03-31,132.820923,131.652893,134.274124,133.593567,133.593567,0
2020-04-01,133.612320,129.730942,135.634552,135.634552,135.634552,0
2020-04-02,135.732178,135.732178,146.787094,142.029144,142.029144,0
2020-04-03,142.110458,139.619385,146.899872,142.091309,142.091309,0
2020-04-06,143.608200,143.544617,169.272644,169.135880,169.135880,0
2020-04-07,169.147446,164.203323,175.204132,165.101944,165.101944,0
2020-04-08,165.240326,164.493195,173.210266,172.641739,172.641739,0
2020-04-09,172.761261,167.987122,172.897781,170.807144,170.807144,0
2020-04-10,170.829269,154.914474,170.949768,158.412445,158.412445,0
2020-04-13,160.720673,151.614502,160.749695,156.279541,156.279541,0
2020-04-14,156.355957,155.865936,160.944275,157.596390,157.596390,0
2020-04-15,157.565643,152.802826,160.711136,153.286896,153.286896,0
2020-04-16,153.200424,150.359421,173.157272,172.157379,172.157379,0
2020-04-17,172.279419,169.751572,174.275909,171.638580,171.638580,0
2020-04-20,181.480225,170.321274,186.083557,172.297150,172.297150,0
2020-04-21,172.017700,170.552841,175.178452,172.737701,172.737701,0
2020-04-22,172.670380,171.826599,183.751007,182.599579,182.599579,0
2020-04-23,182.620178,180.340652,189.088867,185.028671,185.028671,0
2020-04-24,185.222107,185.222107,190.210388,189.236938,189.236938,0
2020-04-27,197.475723,193.454163,199.552795,197.224716,197.224716,0
2020-04-28,197.273499,194.849426,198.786560,198.415390,198.415390,0
2020-04-29,198.465195,198.124512,218.454620,216.968231,216.968231,0
2020-04-30,216.909134,206.436920,227.529678,207.602051,207.602051,0
2020-05-01,207.901718,207.780884,217.628021,214.219116,214.219116,0
2020-05-04,210.890854,199.047745,211.828400,208.173996,208.173996,0
2020-05-05,208.013000,204.031113,211.778610,206.774399,206.774399,0
2020-05-06,206.481369,204.040878,211.534622,204.055786,204.055786,0
2020-05-07,203.912842,202.074844,214.392471,212.289398,212.289398,0
2020-05-08,212.198227,208.830734,216.327682,212.991592,212.991592,0
2020-05-11,188.632187,180.718323,191.362335,185.912842,185.912842,0
2020-05-12,185.877335,185.701797,191.601349,189.312500,189.312500,0
2020-05-13,189.374115,189.127701,200.197327,199.193283,199.193283,0
2020-05-14,198.891495,196.868820,204.117599,202.949112,202.949112,0
2020-05-15,202.955399,193.755676,203.566406,195.622650,195.622650,0
2020-05-18,207.179779,207.109070,215.908463,214.525040,214.525040,0
2020-05-19,214.604950,210.143051,214.604950,213.451111,213.451111,0
2020-05-20,213.446243,207.975815,214.716827,210.096741,210.096741,0
2020-05-21,210.129166,193.346420,211.625183,199.883606,199.883606,0
2020-05-22,199.837112,198.040863,208.591537,207.169189,207.169189,0
2020-05-25,201.982651,200.667542,206.361450,205.319748,205.319748,0
2020-05-26,205.259567,200.264267,205.752548,201.902313,201.902313,0
2020-05-27,201.893005,201.785065,208.863434,208.863434,208.863434,0
2020-05-28,208.885437,206.242676,220.276520,219.840439,219.840439,0
2020-05-29,219.925049,218.238052,224.216888,220.675125,220.675125,0
2020-06-01,230.860260,230.488052,248.236282,246.991760,246.991760,0
2020-06-02,246.828201,233.225296,252.222000,237.219055,237.219055,0
2020-06-03,237.395203,235.464462,244.179321,244.179321,244.179321,0
2020-06-04,244.105270,236.765320,245.928955,244.426392,244.426392,0
2020-06-05,244.349579,240.682053,247.329498,241.222000,241.222000,0
2020-06-08,245.178589,241.542175,246.644196,246.309906,246.309906,0
2020-06-09,246.175018,242.338531,248.342438,244.911469,244.911469,0
2020-06-10,244.822067,242.819733,248.651154,247.444946,247.444946,0
2020-06-11,247.548553,229.942978,249.888306,231.702682,231.702682,0
2020-06-12,231.625458,229.645050,239.354691,237.493210,237.493210,0
2020-06-15,234.058289,221.241760,234.237839,229.928894,229.928894,0
2020-06-16,229.762299,228.426132,236.394302,234.416183,234.416183,0
2020-06-17,234.492371,229.341644,235.954056,233.028275,233.028275,0
2020-06-18,232.898697,228.951431,234.570633,232.101181,232.101181,0
2020-06-19,231.954971,226.795181,232.154114,227.138275,227.138275,0
2020-06-22,229.003372,228.934738,243.776016,242.533188,242.533188,0
2020-06-23,242.537018,239.759735,244.864410,244.142151,244.142151,0
2020-06-24,244.185928,232.807724,248.508026,235.772461,235.772461,0
2020-06-25,235.702835,230.296585,236.053406,232.944504,232.944504,0
2020-06-26,232.877487,229.259460,233.901947,229.668030,229.668030,0
2020-06-29,225.361450,222.255005,229.903214,228.194855,228.194855,0
2020-06-30,227.968430,224.815186,229.476807,226.315002,226.315002,0
2020-07-01,226.134583,224.835739,232.756119,231.113419,231.113419,0
2020-07-02,231.288895,225.461960,232.396881,229.392212,229.392212,0
2020-07-03,229.318939,224.913956,229.629303,225.387070,225.387070,0
2020-07-06,227.685013,227.029526,242.132706,241.510239,241.510239,0
2020-07-07,240.972595,234.218658,242.681870,239.075516,239.075516,0
2020-07-08,239.159973,238.398361,248.308868,246.669998,246.669998,0
2020-07-09,246.748291,239.898636,247.291672,243.015961,243.015961,0
2020-07-10,242.868011,236.730515,242.883804,240.984970,240.984970,0
2020-07-13,242.181854,238.232361,244.310532,239.604584,239.604584,0
2020-07-14,239.975601,237.796188,242.003769,240.211502,240.211502,0
2020-07-15,240.143646,237.096176,241.402695,238.423538,238.423538,0
2020-07-16,238.450912,231.621155,239.006256,233.640900,233.640900,0
2020-07-17,233.691391,232.109955,234.415054,232.773071,232.773071,0
2020-07-20,238.494873,234.852646,239.576248,236.153168,236.153168,0
2020-07-21,236.302505,235.680954,246.186249,245.016724,245.016724,0
